 Customer_ID ,Customer_Name,Region,Revenue_Q1,Revenue_Q2,Revenue_Q3,Expenses,Profit
C469,Dhruv,Delhi,104698,109453,127640,246567,95224
C470,Ira,Gujarat,159664,141070,161771,244298,218207
C471,Arnav,Karnataka,243637,211295,175182,379051,251063
C472,Navya,Maharashtra,99696,99454,91285,188920,101515
C473,Rudra,Tamil Nadu,220295,267839,331839,583261,236712
C474,Tara,Telangana,76326,85750,91664,168947,84793
C475,Yash,Rajasthan,233598,239601,239810,548117,164892
C476,Avni,Madhya Pradesh,180498,218802,215370,376248,238422
C477,Karan,Delhi,248986,277051,334055,506365,353727
C478,Riya,Gujarat,186924,168731,158325,341849,172131
C479,Dev,Karnataka,118947,145690,188156,326239,126554
C480,Nisha,Maharashtra,244785,222541,257790,436832,288284
C481,Ayaan,Tamil Nadu,151436,160675,203824,365092,150843
C482,Pihu,Telangana,135442,118160,135267,240601,148268
C483,Rahul,Rajasthan,163424,191516,244798,437329,162409
C484,Simran,Madhya Pradesh,136140,114097,145878,214119,181996
C485,Manav,Delhi,175966,193926,228584,344504,253972
C486,Kavya,Gujarat,201184,188426,205340,351390,243560
C487,Om,Karnataka,88633,96143,105918,169485,121209
C488,Sneha,Maharashtra,235592,284884,264464,455687,329253
C489,Varun,Tamil Nadu,86266,86069,100212,148849,123698
C490,Aditi,Telangana,96036,78963,85609,198470,62138
C491,Harsh,Rajasthan,166668,183458,227985,372119,205992
C492,Neha,Madhya Pradesh,230534,208809,267834,426783,280394
C493,Akash,Delhi,229318,193874,230513,450793,202912
C494,Shreya,Gujarat,120875,126932,148141,302319,93629
C495,Ritesh,Karnataka,105892,105859,129365,260210,80906
C496,Tanvi,Maharashtra,69526,86822,87738,158362,85724
C497,Mohit,Tamil Nadu,135882,162650,134096,288852,143776
C498,Palak,Telangana,88128,107448,105387,192053,108910
C499,Siddharth,Rajasthan,228116,240347,254065,552029,170499
C500,Mahi,Madhya Pradesh,192176,196259,179096,311738,255793
